Time,NPS score,User id
2016-01-22,5,292
2016-01-22,7,501
2016-01-22,8,22
2016-01-22,6,216
2016-01-22,5,268
2016-01-22,3,418
2016-01-22,5,454
2016-01-22,5,971
2016-01-22,4,430
2016-01-22,6,944
2016-01-22,8,879
2016-01-22,7,89
2016-01-22,3,807
2016-01-22,4,256
2016-01-22,7,853
2016-01-22,6,771
2016-01-23,7,537
2016-01-23,7,729
2016-01-23,5,586
2016-01-23,7,886
2016-01-23,6,70
2016-01-23,7,822
2016-01-23,5,489
2016-01-23,4,9
2016-01-23,8,745
2016-01-23,6,728
2016-01-23,5,567
2016-01-23,5,740
2016-01-23,7,822
2016-01-23,6,453
2016-01-23,8,768
2016-01-23,5,816
2016-01-23,3,939
2016-01-23,5,661
2016-01-24,4,622
2016-01-24,3,716
2016-01-24,6,848
2016-01-24,5,505
2016-01-24,8,282
2016-01-24,7,332
2016-01-24,5,131
2016-01-24,5,785
2016-01-24,6,241
2016-01-24,5,868
2016-01-24,5,386
2016-01-24,8,119
2016-01-24,6,681
2016-01-24,8,458
2016-01-24,8,165
2016-01-24,6,353
2016-01-24,4,560
2016-01-24,4,24
2016-01-25,4,701
2016-01-25,4,191
2016-01-25,5,127
2016-01-25,5,657
2016-01-25,7,152
2016-01-25,7,59
2016-01-25,5,650
2016-01-25,4,265
2016-01-25,6,805
2016-01-25,3,377
2016-01-25,6,672
2016-01-25,3,435
2016-01-25,7,305
2016-01-25,6,871
2016-01-25,4,129
2016-01-25,4,370
2016-01-25,8,624
2016-01-25,7,189
2016-01-25,4,148
2016-01-25,7,372
2016-01-25,8,58
2016-01-25,8,956
2016-01-26,4,286
2016-01-26,8,715
2016-01-26,4,110
2016-01-26,4,481
2016-01-26,6,399
2016-01-26,5,813
2016-01-26,7,631
2016-01-26,7,628
2016-01-26,6,202
2016-01-26,3,355
2016-01-26,5,109
2016-01-26,6,896
2016-01-26,7,965
2016-01-26,4,611
2016-01-26,7,441
2016-01-26,6,486
2016-01-27,6,577
2016-01-27,6,322
2016-01-27,4,977
2016-01-27,4,71
2016-01-27,6,543
2016-01-27,6,524
2016-01-27,5,8
2016-01-27,4,207
2016-01-27,4,216
2016-01-27,8,343
2016-01-27,7,258
2016-01-27,4,668
2016-01-27,4,809
2016-01-27,6,138
2016-01-27,5,272
2016-01-27,7,641
2016-01-27,3,415
2016-01-27,4,508
2016-01-28,7,915
2016-01-28,6,532
2016-01-28,4,469
2016-01-28,4,460
2016-01-28,6,448
2016-01-28,3,174
2016-01-28,7,678
2016-01-28,6,613
2016-01-28,5,924
2016-01-28,6,543
2016-01-28,5,590
2016-01-28,7,517
2016-01-28,3,848
2016-01-28,5,517
2016-01-28,8,515
2016-01-28,4,187
2016-01-28,6,229
2016-01-28,3,965
2016-01-29,7,588
2016-01-29,5,614
2016-01-29,5,307
2016-01-29,7,375
2016-01-29,7,253
2016-01-29,5,437
2016-01-29,6,364
2016-01-29,4,344
2016-01-29,6,431
2016-01-29,7,97
2016-01-29,7,117
2016-01-29,3,665
2016-01-29,7,103
2016-01-29,8,620
2016-01-29,3,244
2016-01-29,3,282
2016-01-29,6,927
2016-01-29,5,768
2016-01-29,6,629
2016-01-30,5,225
2016-01-30,5,931
2016-01-30,6,577
2016-01-30,3,918
2016-01-30,4,629
2016-01-30,7,155
2016-01-30,5,290
2016-01-30,6,912
2016-01-30,4,193
2016-01-30,6,446
2016-01-30,6,436
2016-01-30,7,306
2016-01-30,6,904
2016-01-30,4,409
2016-01-30,6,241
2016-01-30,7,135
2016-01-30,5,490
2016-01-30,7,784
2016-01-30,7,716
2016-01-30,4,200
2016-01-30,6,15
2016-01-30,4,225
2016-01-31,8,652
2016-01-31,6,567
2016-01-31,6,94
2016-01-31,6,697
2016-01-31,4,342
2016-01-31,6,48
2016-01-31,5,572
2016-01-31,5,336
2016-01-31,7,180
2016-01-31,4,349
2016-01-31,8,41
2016-01-31,4,795
2016-01-31,5,310
2016-01-31,3,316
2016-01-31,4,362
2016-01-31,8,650
2016-01-31,8,264
2016-01-31,4,438
2016-01-31,8,321
2016-01-31,3,589
2016-01-31,6,996
2016-02-01,6,429
2016-02-01,5,784
2016-02-01,6,581
2016-02-01,7,904
2016-02-01,4,381
2016-02-01,6,120
2016-02-01,5,271
2016-02-01,4,366
2016-02-01,8,598
2016-02-01,3,319
2016-02-01,3,337
2016-02-01,6,916
2016-02-01,6,813
2016-02-01,6,91
2016-02-01,4,455
2016-02-01,5,564
2016-02-01,6,37
2016-02-01,7,326
2016-02-01,3,987
2016-02-02,3,802
2016-02-02,5,843
2016-02-02,3,570
2016-02-02,7,349
2016-02-02,7,649
2016-02-02,9,357
2016-02-02,2,734
2016-02-02,6,412
2016-02-02,7,589
2016-02-02,4,716
2016-02-02,8,941
2016-02-02,4,72
2016-02-02,6,451
2016-02-02,3,169
2016-02-02,9,433
2016-02-02,3,473
2016-02-02,8,274
2016-02-02,8,418
2016-02-02,2,573
2016-02-02,8,68
2016-02-02,5,812
2016-02-02,7,157
2016-02-03,6,429
2016-02-03,1,987
2016-02-03,4,737
2016-02-03,7,110
2016-02-03,8,10
2016-02-03,1,851
2016-02-03,3,703
2016-02-03,7,174
2016-02-03,8,57
2016-02-03,8,348
2016-02-03,4,236
2016-02-03,8,566
2016-02-03,7,362
2016-02-03,2,532
2016-02-03,9,952
2016-02-03,2,107
2016-02-03,6,836
2016-02-03,8,892
2016-02-03,3,876
2016-02-03,3,989
2016-02-04,1,62
2016-02-04,2,848
2016-02-04,3,595
2016-02-04,3,570
2016-02-04,1,744
2016-02-04,1,331
2016-02-04,8,657
2016-02-04,8,884
2016-02-04,9,433
2016-02-04,0,657
2016-02-04,4,89
2016-02-04,3,675
2016-02-04,6,998
2016-02-04,6,860
2016-02-04,4,967
2016-02-04,4,869
2016-02-04,7,751
2016-02-04,6,114
2016-02-05,7,881
2016-02-05,2,428
2016-02-05,4,631
2016-02-05,7,774
2016-02-05,9,666
2016-02-05,4,598
2016-02-05,5,733
2016-02-05,3,993
2016-02-05,6,81
2016-02-05,2,519
2016-02-05,10,432
2016-02-05,6,671
2016-02-05,7,101
2016-02-05,9,171
2016-02-05,6,626
2016-02-05,10,871
2016-02-05,8,236
2016-02-06,9,527
2016-02-06,4,54
2016-02-06,5,602
2016-02-06,8,698
2016-02-06,2,712
2016-02-06,7,349
2016-02-06,5,134
2016-02-06,9,451
2016-02-06,4,837
2016-02-06,7,354
2016-02-06,1,748
2016-02-06,6,988
2016-02-06,9,998
2016-02-06,4,361
2016-02-06,9,27
2016-02-06,5,355
2016-02-06,2,774
2016-02-06,2,266
2016-02-06,4,451
2016-02-06,0,194
2016-02-06,5,296
2016-02-07,7,176
2016-02-07,7,206
2016-02-07,3,651
2016-02-07,10,743
2016-02-07,5,772
2016-02-07,7,720
2016-02-07,6,745
2016-02-07,10,813
2016-02-07,3,742
2016-02-07,5,515
2016-02-07,8,249
2016-02-07,4,404
2016-02-07,10,776
2016-02-07,5,515
2016-02-07,8,349
2016-02-07,7,413
2016-02-07,0,76
2016-02-07,5,940
2016-02-07,5,243
2016-02-07,4,152
2016-02-07,9,940
2016-02-07,8,432
2016-02-07,6,482
2016-02-07,7,497
2016-02-07,9,879
2016-02-07,9,972
2016-02-07,5,196
2016-02-07,6,437
2016-02-08,9,792
2016-02-08,5,603
2016-02-08,6,420
2016-02-08,8,203
2016-02-08,7,27
2016-02-08,7,826
2016-02-08,6,515
2016-02-08,10,693
2016-02-08,10,669
2016-02-08,9,919
2016-02-08,7,194
2016-02-08,8,323
2016-02-08,6,159
2016-02-08,10,244
2016-02-08,5,883
2016-02-08,5,913
2016-02-08,6,285
2016-02-08,8,902
2016-02-09,5,72
2016-02-09,7,600
2016-02-09,6,759
2016-02-09,7,846
2016-02-09,7,14
2016-02-09,8,138
2016-02-09,9,13
2016-02-09,6,830
2016-02-09,6,452
2016-02-09,6,300
2016-02-09,8,443
2016-02-09,5,227
2016-02-09,8,216
2016-02-09,7,395
2016-02-09,8,160
2016-02-09,7,943
2016-02-09,8,285
2016-02-09,6,202
2016-02-10,7,376
2016-02-10,7,295
2016-02-10,8,510
2016-02-10,5,853
2016-02-10,7,810
2016-02-10,9,819
2016-02-10,10,390
2016-02-10,8,433
2016-02-10,8,992
2016-02-10,10,536
2016-02-10,10,308
2016-02-10,6,236
2016-02-10,5,45
2016-02-10,10,280
2016-02-10,8,303
2016-02-10,8,776
2016-02-10,5,471
2016-02-10,6,182
2016-02-11,6,884
2016-02-11,9,762
2016-02-11,6,588
2016-02-11,8,383
2016-02-11,6,500
2016-02-11,8,365
2016-02-11,8,639
2016-02-11,8,510
2016-02-11,5,146
2016-02-11,7,127
2016-02-11,6,193
2016-02-11,5,373
2016-02-11,9,147
2016-02-11,8,919
2016-02-11,6,228
2016-02-11,7,707
2016-02-11,6,445
2016-02-11,7,340
2016-02-11,8,333
2016-02-11,7,661
2016-02-11,6,723
2016-02-11,7,917
2016-02-11,8,695
2016-02-11,8,48
2016-02-11,6,426
2016-02-11,9,400
2016-02-11,7,993
2016-02-12,6,178
2016-02-12,7,160
2016-02-12,9,357
2016-02-12,7,7
2016-02-12,9,329
2016-02-12,7,163
2016-02-12,10,121
2016-02-12,6,628
2016-02-12,9,693
2016-02-12,8,344
2016-02-12,7,22
2016-02-12,7,98
2016-02-12,6,776
2016-02-12,8,70
2016-02-12,7,614
2016-02-12,8,600
2016-02-12,8,941
2016-02-12,8,123
2016-02-12,6,384
2016-02-13,6,923
2016-02-13,5,909
2016-02-13,7,342
2016-02-13,9,219
2016-02-13,5,642
2016-02-13,8,633
2016-02-13,10,183
2016-02-13,6,557
2016-02-13,9,291
2016-02-13,7,45
2016-02-13,8,919
2016-02-13,10,899
2016-02-13,7,172
2016-02-13,7,710
2016-02-13,8,405
2016-02-13,10,958
2016-02-13,8,913
2016-02-13,10,442
2016-02-13,5,210
2016-02-13,6,383
2016-02-13,8,495
2016-02-14,8,417
2016-02-14,6,592
2016-02-14,5,563
2016-02-14,5,350
2016-02-14,7,264
2016-02-14,8,97
2016-02-14,9,582
2016-02-14,10,227
2016-02-14,9,38
2016-02-14,5,672
2016-02-14,6,929
2016-02-14,9,790
2016-02-14,5,863
2016-02-14,7,933
2016-02-14,10,59
2016-02-14,6,477
2016-02-14,6,392
2016-02-15,9,752
2016-02-15,7,365
2016-02-15,6,843
2016-02-15,6,64
2016-02-15,8,556
2016-02-15,6,570
2016-02-15,10,609
2016-02-15,8,408
2016-02-15,5,650
2016-02-15,9,921
2016-02-15,6,783
2016-02-15,9,441
2016-02-15,7,559
2016-02-15,10,974
2016-02-15,6,638
2016-02-15,5,401
2016-02-15,6,766
2016-02-15,10,84
2016-02-16,7,926
2016-02-16,7,790
2016-02-16,8,294
2016-02-16,9,10
2016-02-16,6,568
2016-02-16,10,854
2016-02-16,7,428
2016-02-16,8,349
2016-02-16,8,69
2016-02-16,5,255
2016-02-16,6,391
2016-02-16,10,747
2016-02-16,6,234
2016-02-16,10,824
2016-02-16,7,59
2016-02-16,7,45
2016-02-16,6,184
2016-02-16,8,836
2016-02-16,6,748
2016-02-17,9,716
2016-02-17,8,452
2016-02-17,7,295
2016-02-17,8,822
2016-02-17,7,93
2016-02-17,5,792
2016-02-17,6,243
2016-02-17,8,276
2016-02-17,7,9
2016-02-17,7,541
2016-02-17,7,76
2016-02-17,9,574
2016-02-17,6,578
2016-02-17,8,704
2016-02-17,9,296
2016-02-17,7,864
2016-02-17,5,870
2016-02-17,8,518
2016-02-17,6,76
2016-02-18,7,285
2016-02-18,10,304
2016-02-18,9,68
2016-02-18,7,351
2016-02-18,7,330
2016-02-18,9,552
2016-02-18,8,533
2016-02-18,8,62
2016-02-18,5,271
2016-02-18,10,715
2016-02-18,8,889
2016-02-18,6,462
2016-02-18,8,346
2016-02-18,7,481
2016-02-18,8,347
2016-02-18,9,213
2016-02-18,9,869
2016-02-18,8,861
2016-02-18,6,483
2016-02-19,6,243
2016-02-19,5,582
2016-02-19,9,986
2016-02-19,7,917
2016-02-19,8,91
2016-02-19,9,429
2016-02-19,7,280
2016-02-19,6,512
2016-02-19,6,644
2016-02-19,7,573
2016-02-19,9,131
2016-02-19,6,383
2016-02-19,10,845
2016-02-19,7,737
2016-02-19,10,975
2016-02-19,8,576
2016-02-19,7,109
2016-02-19,7,44
2016-02-19,9,432
2016-02-19,7,40
2016-02-19,6,747
2016-02-20,7,244
2016-02-20,5,874
2016-02-20,10,503
2016-02-20,6,828
2016-02-20,9,700
2016-02-20,7,473
2016-02-20,8,74
2016-02-20,10,400
2016-02-20,9,724
2016-02-20,8,429
2016-02-20,10,809
2016-02-20,8,48
2016-02-20,9,715
2016-02-20,6,716
2016-02-20,9,151
2016-02-20,8,210
2016-02-20,8,228
2016-02-20,10,257
2016-02-20,7,980
2016-02-20,6,662
2016-02-20,6,430
2016-02-20,9,10
2016-02-20,9,136
2016-02-21,7,956
2016-02-21,6,456
2016-02-21,8,972
2016-02-21,8,531
2016-02-21,5,533
2016-02-21,7,996
2016-02-21,9,598
2016-02-21,5,533
2016-02-21,6,547
2016-02-21,7,917
2016-02-21,7,619
2016-02-21,6,15
2016-02-21,7,277
2016-02-21,5,961
2016-02-21,9,638
2016-02-21,9,425
2016-02-22,8,319
2016-02-22,5,509
2016-02-22,9,349
2016-02-22,7,420
2016-02-22,7,462
2016-02-22,8,48
2016-02-22,9,513
2016-02-22,8,994
2016-02-22,10,445
2016-02-22,8,368
2016-02-22,7,252
2016-02-22,6,638
2016-02-22,5,441
2016-02-22,9,616
2016-02-22,5,464
2016-02-22,7,922
2016-02-22,5,307
2016-02-23,6,131
2016-02-23,6,484
2016-02-23,7,928
2016-02-23,8,285
2016-02-23,8,560
2016-02-23,8,328
2016-02-23,9,224
2016-02-23,9,917
2016-02-23,8,965
2016-02-23,6,112
2016-02-23,7,583
2016-02-23,5,535
2016-02-23,7,636
2016-02-23,5,386
2016-02-23,9,338
2016-02-23,7,733
2016-02-23,9,1
2016-02-23,7,301
2016-02-23,8,200
2016-02-23,9,719
2016-02-23,8,455
2016-02-23,6,630
2016-02-23,8,512
2016-02-24,6,449
2016-02-24,8,23
2016-02-24,8,777
2016-02-24,6,268
2016-02-24,10,879
2016-02-24,9,662
2016-02-24,8,947
2016-02-24,9,818
2016-02-24,6,607
2016-02-24,10,553
2016-02-24,8,690
2016-02-24,5,987
2016-02-24,10,542
2016-02-24,5,14
2016-02-24,6,22
2016-02-24,6,329
2016-02-24,9,118
2016-02-24,7,692
2016-02-24,8,300
2016-02-24,10,513
2016-02-25,5,873
2016-02-25,7,387
2016-02-25,7,961
2016-02-25,10,279
2016-02-25,8,33
2016-02-25,10,338
2016-02-25,9,124
2016-02-25,6,53
2016-02-25,9,966
2016-02-25,7,929
2016-02-25,9,945
2016-02-25,9,273
2016-02-25,8,155
2016-02-25,10,663
2016-02-25,7,456
2016-02-25,7,504
2016-02-26,10,481
2016-02-26,7,879
2016-02-26,8,403
2016-02-26,9,837
2016-02-26,10,324
2016-02-26,8,948
2016-02-26,8,410
2016-02-26,10,560
2016-02-26,5,103
2016-02-26,6,780
2016-02-26,10,519
2016-02-26,6,881
2016-02-26,7,477
2016-02-26,6,177
2016-02-26,7,882
2016-02-26,8,482
2016-02-26,7,537
2016-02-27,7,91
2016-02-27,8,70
2016-02-27,5,873
2016-02-27,8,815
2016-02-27,7,982
2016-02-27,10,95
2016-02-27,8,948
2016-02-27,7,996
2016-02-27,9,442
2016-02-27,9,898
2016-02-27,6,797
2016-02-27,7,666
2016-02-27,5,830
2016-02-27,8,617
2016-02-27,9,684
2016-02-27,7,398
2016-02-27,9,34
2016-02-27,6,517
2016-02-28,8,187
2016-02-28,5,889
2016-02-28,7,565
2016-02-28,9,11
2016-02-28,7,799
2016-02-28,7,750
2016-02-28,7,914
2016-02-28,8,656
2016-02-28,7,809
2016-02-28,8,908
2016-02-28,8,679
2016-02-28,8,526
2016-02-28,8,12
2016-02-28,8,412
2016-02-28,10,139
2016-02-28,5,754
2016-02-29,9,787
2016-02-29,8,707
2016-02-29,8,924
2016-02-29,5,463
2016-02-29,10,198
2016-02-29,7,231
2016-02-29,8,71
2016-02-29,9,679
2016-02-29,6,247
2016-02-29,6,394
2016-02-29,6,156
2016-02-29,9,134
2016-02-29,9,948
2016-02-29,8,731
2016-02-29,10,283
2016-02-29,9,216
2016-02-29,6,775
2016-02-29,10,147
2016-02-29,9,506
2016-02-29,7,565
2016-02-29,10,68
2016-02-29,8,855
2016-02-29,8,849
2016-02-29,6,83
2016-02-29,10,249
2016-03-01,7,669
2016-03-01,8,275
2016-03-01,9,337
2016-03-01,5,200
2016-03-01,7,947
2016-03-01,9,995
2016-03-01,7,510
2016-03-01,6,859
2016-03-01,7,448
2016-03-01,9,152
2016-03-01,8,222
2016-03-01,6,6
2016-03-01,9,956
2016-03-01,6,353
2016-03-01,5,659
2016-03-01,6,377
2016-03-01,6,449
2016-03-01,7,641
2016-03-01,8,522
2016-03-01,10,592
2016-03-01,8,69
2016-03-01,7,343
2016-03-02,6,415
2016-03-02,6,968
2016-03-02,6,61
2016-03-02,8,817
2016-03-02,6,251
2016-03-02,8,103
2016-03-02,10,238
2016-03-02,6,387
2016-03-02,6,319
2016-03-02,6,118
2016-03-02,7,383
2016-03-02,6,765
2016-03-02,5,574
2016-03-02,6,689
2016-03-02,6,323
2016-03-02,7,991
2016-03-02,7,671
2016-03-02,9,485
2016-03-02,8,210
2016-03-02,5,351
2016-03-02,9,150
2016-03-03,5,249
2016-03-03,7,805
2016-03-03,6,913
2016-03-03,10,83
2016-03-03,8,723
2016-03-03,9,282
2016-03-03,7,172
2016-03-03,7,279
2016-03-03,8,664
2016-03-03,8,291
2016-03-03,10,929
2016-03-03,5,18
2016-03-03,6,595
2016-03-03,6,660
2016-03-03,7,818
2016-03-03,8,12
2016-03-03,5,431
2016-03-03,10,278
2016-03-03,7,937
2016-03-04,9,68
2016-03-04,9,932
2016-03-04,9,300
2016-03-04,8,816
2016-03-04,8,621
2016-03-04,10,898
2016-03-04,10,878
2016-03-04,8,390
2016-03-04,8,24
2016-03-04,8,244
2016-03-04,5,183
2016-03-04,10,873
2016-03-04,6,83
2016-03-04,8,517
2016-03-04,10,489
2016-03-04,6,319
2016-03-04,8,5
2016-03-04,6,47
2016-03-04,10,571
2016-03-05,6,294
2016-03-05,10,477
2016-03-05,8,820
2016-03-05,9,610
2016-03-05,5,427
2016-03-05,10,166
2016-03-05,7,209
2016-03-05,8,246
2016-03-05,6,690
2016-03-05,9,460
2016-03-05,6,28
2016-03-05,9,266
2016-03-05,10,8
2016-03-05,9,777
2016-03-05,10,876
2016-03-05,7,810
2016-03-05,6,358
2016-03-06,8,201
2016-03-06,7,492
2016-03-06,8,772
2016-03-06,5,684
2016-03-06,6,689
