Unnamed: 0,L1,L2,Attendance,Weather,PitchCondition
265,3.5784664939999997,0.462868195,3,2,1
266,1.078032878,1.292608954,3,2,1
267,1.5636191780000002,1.055559975,2,2,1
268,1.75699763,1.201997492,3,2,2
271,1.9893972130000002,0.935714736,3,2,5
272,1.801316928,0.8779426029999999,3,6,5
273,1.304565057,1.00439767,1,2,1
275,2.035560308,0.912984641,3,2,1
276,1.4602180009999999,1.318141781,3,2,1
277,1.584141125,1.368655895,3,2,5
278,1.454649713,1.143899646,3,2,1
279,1.359338645,0.989867334,1,2,2
282,0.983679098,1.858126334,3,2,5
283,1.7633796259999999,0.843749483,1,6,1
286,1.575211652,1.18932133,3,10,5
287,1.974957424,0.796525817,1,2,1
291,1.1725781240000002,0.996458994,3,2,1
292,1.7198946330000002,0.876888685,1,2,1
293,1.227814501,0.998810795,1,1,1
294,1.655594744,1.046950018,3,2,1
295,0.964851377,1.340539215,3,2,1
296,1.283368568,1.204321215,3,2,2
298,1.6469487569999999,1.19964045,4,2,2
299,1.5855098509999999,1.04363757,3,2,1
300,1.992295092,0.945263835,3,2,1
301,1.9033204540000002,0.833729387,1,7,1
302,1.8281296459999998,0.989408616,3,2,1
303,1.492070354,1.380042365,1,2,1
304,1.8081273969999998,0.827248083,2,2,1
305,1.0695528490000001,0.9897610309999999,1,2,1
306,3.134364526,0.50102501,1,5,1
307,1.774831337,0.8451240729999999,1,2,2
308,1.5077106880000002,1.021891981,3,2,1
309,3.688526874,0.45142664,1,2,1
310,1.2630656359999999,1.076152376,3,2,1
311,1.126306019,1.192460689,1,5,2
312,1.669821666,0.7876264340000001,2,2,1
313,1.6796639169999998,0.900230291,3,3,1
316,2.313177982,0.705763975,2,2,1
318,1.74673285,0.8390549999999999,3,2,1
319,1.173611921,0.9563756590000001,3,2,1
321,1.3802526430000002,1.648601098,3,2,2
322,1.127269678,1.496496548,3,2,2
325,1.004406711,1.236410829,1,3,1
326,1.134075855,1.510496501,3,2,1
327,1.259557753,1.0560571109999999,3,2,2
328,1.495075969,1.061886225,1,2,1
329,1.23740711,1.009482894,1,2,2
330,1.052687147,1.821264517,3,2,1
331,1.576423312,1.10948628,3,2,1
332,1.141440096,2.194655801,1,2,1
333,2.64006256,0.844337496,2,3,2
335,2.255217785,0.744108915,1,2,1
336,1.630187625,1.053297275,1,2,1
337,2.571864838,0.712592428,1,6,5
338,1.3243099790000001,1.252107476,3,6,1
339,0.9124434109999999,1.388313994,3,2,1
340,0.968875498,1.249072195,1,2,1
341,2.105857656,0.89761255,1,2,2
343,2.842862513,0.914590907,1,4,1
344,0.889551566,1.874099397,1,2,1
345,0.9117441470000001,2.034985221,1,2,1
346,2.048664067,0.887310171,1,2,1
349,1.316717326,2.334218889,1,3,1
350,1.3524255840000001,1.100938756,1,5,1
351,1.828089637,0.924803299,1,2,1
352,1.710213173,0.649958127,1,2,7
353,2.7604688310000003,0.750248103,1,8,9
354,1.3758704830000001,1.7062116319999998,1,3,1
355,1.820126489,1.121602105,1,2,1
356,1.751567135,1.358230799,1,4,9
357,0.795157729,1.231391847,1,2,1
358,1.314302232,1.326856471,1,2,1
359,1.7034965640000002,0.458279572,1,3,1
361,1.726974681,1.1008755479999999,1,2,1
363,1.791007415,0.719044722,1,2,1
364,1.903698704,1.2070892020000001,1,9,2
366,1.064072113,1.311313073,1,2,1
369,1.131566762,1.525173172,3,6,5
370,1.971268704,0.632126555,1,1,2
371,0.7940294309999999,1.818787161,1,2,1
372,1.5650957630000002,1.41099608,4,2,1
373,1.811459505,0.919300807,1,5,1
374,2.79496054,0.917401556,1,2,1
375,1.02002906,2.176027977,1,2,1
376,1.700272108,1.269951743,3,2,5
377,2.777665556,0.676906448,1,7,1
378,1.128397973,1.6724623630000002,1,2,1
379,2.360414991,0.760369243,2,2,1
380,1.741138549,0.71010247,1,3,1
381,0.874946082,1.90791322,3,2,2
382,0.916067614,1.559108301,1,2,1
383,2.370726139,0.837053873,1,2,1
384,1.449271225,1.214826597,1,9,1
385,1.823110645,1.219111236,1,2,6
386,1.142780645,1.630667075,1,2,1
387,1.84479774,0.518678613,1,2,1
388,1.3220726870000001,0.96027064,1,14,1
389,1.110545076,2.267834639,1,2,6
392,2.170064535,0.809222098,3,2,3
393,1.911623163,1.13077213,3,2,1
394,1.073848037,1.991070104,1,2,1
395,1.707290643,0.85386408,1,6,2
396,1.0424561620000001,2.067311084,1,2,6
397,2.2743075719999997,1.223949113,1,2,2
398,1.428637131,1.268195065,3,5,1
399,2.8037353289999998,0.690739668,1,2,1
400,1.192514494,1.8426589740000001,1,15,6
401,1.40623419,1.450679662,1,9,1
402,1.032321349,1.473679112,1,2,6
404,3.008067006,0.568903997,3,5,1
405,1.311987637,1.607817633,1,2,1
406,2.436893242,0.768757019,1,2,1
408,2.0917760469999997,0.9688988540000001,1,3,5
410,2.41417983,0.92991771,1,3,5
411,4.06087075,0.9945160959999999,1,6,5
412,2.632226218,0.993063866,1,3,1
414,1.6488189880000002,0.9842899420000001,1,2,1
415,0.993113465,0.944913571,1,3,1
416,0.8901126690000001,1.6679505190000001,3,2,1
417,2.017164728,1.050862751,3,2,1
418,3.040022323,0.84172876,1,2,1
419,0.907450008,1.512118729,1,7,9
420,3.4708506239999997,0.783769472,2,3,2
421,1.9064529069999998,1.058903854,2,2,1
422,2.4415201,0.832805646,3,2,1
423,1.1336324009999998,1.00784447,3,3,1
426,2.999122474,0.755492851,1,2,2
427,1.4197157269999998,0.863062142,3,2,1
429,1.8720686430000002,0.941601602,1,2,1
431,2.5773019980000003,0.7449970029999999,2,2,1
432,1.619563228,1.037666281,1,2,1
434,1.037461862,1.6200031169999998,1,2,1
435,1.488292114,1.2892590879999999,1,2,6
437,1.688438354,0.7495244440000001,2,2,1
438,2.196807691,1.252229035,1,5,5
439,0.841875732,2.092595361,1,15,4
440,2.01843769,0.77654953,3,1,1
441,2.7623596,0.558883914,1,1,1
442,2.545941086,0.8863295809999999,1,3,1
445,1.218897243,0.8015836740000001,1,2,1
447,1.167697524,0.8828061009999999,3,2,1
449,1.189837601,1.106066449,1,2,1
450,1.1106643109999998,0.8679228390000001,2,5,1
451,1.207874395,0.720970193,3,2,1
452,0.9939772490000001,0.907377111,3,5,1
453,1.124337847,0.8693577659999999,3,4,1
454,1.761850759,1.076247545,2,2,2
456,2.636733317,0.854714451,2,2,2
457,2.683327331,0.423840738,2,2,2
458,2.596748518,0.42581602,2,2,2
460,1.9781526680000001,0.647786073,2,2,2
461,1.3258696559999998,1.473496348,2,2,1
462,2.776899593,0.784713777,2,2,2
463,2.087450485,0.597474739,3,2,2
464,2.670525182,0.7193283909999999,2,5,1
466,1.330460196,0.975801062,2,2,1
468,1.463914458,1.0049927379999999,2,5,2
469,2.78099225,0.7486741379999999,3,2,2
470,1.2360183759999999,1.369651884,1,5,1
471,0.5956041670000001,2.260369583,2,5,1
475,1.700766522,0.688753493,3,4,1
476,2.374236967,0.40769562600000003,1,2,1
478,1.91809849,0.845863336,3,2,2
480,1.688297845,1.40358909,2,5,1
481,0.887508401,2.425815955,2,5,2
482,2.7136721789999996,0.526186477,3,5,2
483,1.176985456,1.553115812,2,2,2
484,0.9239629629999999,1.661040064,2,5,1
485,2.446433987,0.561518108,2,2,1
486,0.8541356090000001,1.69791047,3,2,1
487,1.454618075,1.330189867,2,2,1
489,1.277318329,1.778684044,2,2,2
490,0.5795231439999999,2.262473995,2,2,1
491,1.5658645080000002,0.813066269,2,2,2
492,2.187007966,0.876160815,2,5,2
493,0.864888709,1.426551519,3,2,1
494,0.827419475,1.25575836,2,2,1
495,1.030090774,1.582596825,2,2,2
496,1.5591678930000001,1.481987891,2,2,2
498,1.35060786,0.979497215,2,2,1
500,1.040753941,1.227406455,2,5,2
502,2.269179467,0.8092753140000001,2,2,2
505,1.125884059,1.3113038240000001,2,2,1
506,0.893215276,1.609366394,2,2,1
507,1.74835291,0.919350441,3,2,2
508,0.937858423,1.9690695219999998,1,2,2
509,2.073082014,0.9274847409999999,3,2,1
512,0.9675674459999999,1.251572666,3,5,2
513,1.648535866,0.7615814670000001,2,5,2
514,1.485151375,0.84473097,2,2,1
515,4.938254014,0.483356734,1,2,2
517,2.2189402030000003,0.848987962,2,5,2
518,1.68560187,0.931543366,3,2,2
519,1.9834516690000001,0.519743424,2,5,1
520,3.2167662669999997,0.5998322389999999,3,2,2
521,0.732944088,2.219566465,1,2,2
522,2.016620913,0.529697382,3,2,2
523,1.57749093,0.926807237,3,5,1
524,1.4017225709999999,1.48256978,2,2,2
526,1.115833122,1.012454706,2,5,1
528,1.6279584130000002,1.5386092130000002,2,2,1
529,1.4252224340000001,1.061467857,2,2,1
530,1.9030522280000002,1.046775873,2,2,1
531,1.081390643,1.377952606,3,5,2
532,1.798518164,0.931779505,4,2,2
533,3.089264857,0.661605853,3,2,2
535,1.9017710030000001,0.9770303579999999,3,5,1
538,0.7054510279999999,2.620105361,2,2,1
539,1.8577421969999999,0.9498653309999999,3,2,2
540,0.8939017020000001,1.4137840919999998,2,2,1
541,2.508253201,0.926616267,1,2,2
542,3.101439057,0.593159649,3,2,2
543,2.907519953,0.6946526279999999,2,2,2
544,1.047203435,1.29275672,2,5,2
546,1.078408655,1.913922892,2,5,1
547,0.854214522,1.5246312080000002,2,2,2
548,1.1640505429999999,1.684623582,2,2,2
549,0.8572557390000001,1.848547908,1,8,3
552,1.466249001,1.066937651,2,5,1
554,1.7166482730000001,0.7601535770000001,2,2,2
555,1.136822454,1.421076982,3,2,1
556,0.9681334559999999,1.305954489,3,5,1
557,3.245738285,0.5632397920000001,2,2,2
558,0.911769425,1.439223954,3,2,1
559,2.2562637469999998,0.905685517,3,6,1
561,1.030373426,2.092164204,2,5,1
562,2.8236751989999997,0.48425946799999997,2,2,3
563,1.584455561,0.965229434,1,2,2
564,2.2866571319999998,0.476354968,3,2,1
566,1.029199735,1.3554306269999998,3,2,1
567,1.084234559,1.4492801130000001,1,2,1
568,3.180302655,0.431391067,3,2,2
569,1.084618457,1.3805152319999998,2,2,2
570,2.7064381460000004,0.5737260470000001,2,2,2
571,1.687646976,1.258616316,3,2,2
572,1.584837743,0.761090246,1,5,2
573,2.118939556,0.646136781,1,5,1
574,2.336444888,0.9065094990000001,2,5,2
575,0.8924705390000001,1.518189594,3,2,1
577,1.070937078,1.048432495,1,5,2
578,0.8090917540000001,3.0495145389999996,1,5,1
579,1.45085787,0.977154207,1,5,1
580,1.144666538,1.102212102,4,5,1
581,1.1413286790000001,1.101590298,3,5,1
582,0.5661872960000001,2.335757264,3,2,2
585,2.178250982,0.7960388209999999,3,5,2
586,2.91776112,0.426699658,3,2,1
587,1.289733698,1.238514275,3,2,2
588,2.651658731,0.618513732,3,5,2
589,1.6167857490000002,1.453060288,2,5,1
590,1.5545026690000001,0.726130417,3,5,2
591,2.443159789,0.890873797,2,2,3
592,2.220303388,0.9627153079999999,4,2,2
593,0.863981,1.6287848790000001,1,2,1
594,0.9219242879999999,1.894095352,2,2,2
596,1.802250655,0.830533346,2,6,1
597,1.065477365,1.9458714469999998,2,6,2
598,0.767229662,1.756361505,3,5,1
599,2.846837295,0.694957077,2,2,1
600,2.307946107,0.840340064,1,2,2
601,1.563806691,0.908914433,3,2,2
602,1.13946996,1.2574970220000001,2,2,1
603,0.800446413,2.685015587,2,2,1
604,0.791812107,1.601952267,3,2,1
606,1.4656065969999998,1.096873954,3,2,2
607,2.12312057,0.799464792,1,2,1
608,2.681652403,0.6655614000000001,2,2,2
609,0.958319328,2.218482526,2,2,2
610,1.148264116,1.061448875,3,2,2
611,2.094346442,0.7558383870000001,2,2,2
612,2.3862976469999997,0.7682467159999999,2,2,2
613,2.560954061,0.7212008259999999,2,5,2
615,0.83734264,1.633382974,3,2,1
616,1.523476204,0.524843556,2,2,1
617,1.3998692940000002,0.8249384120000001,3,5,1
618,2.944875622,0.301571706,2,2,2
619,2.000915158,0.927377667,2,2,2
620,0.716362698,1.903938841,1,2,1
621,2.008683616,0.794583045,3,5,1
622,0.974632314,1.738485232,2,2,1
623,1.048858261,1.9321095609999999,2,2,1
624,1.084622862,1.746091595,3,2,1
625,3.6014261110000003,0.591590101,2,2,1
626,1.775205306,0.943820258,2,5,1
627,0.7810965,3.4875087860000002,1,5,1
629,1.239759618,1.219048918,3,2,2
630,1.919054878,0.761947424,4,5,2
631,1.3437477930000001,0.899805747,2,5,2
632,2.145540924,0.788589187,3,2,2
633,1.1387064059999998,0.9829498309999999,2,6,1
634,2.287296672,0.9318598220000001,2,5,1
635,1.541358628,1.0483143940000001,2,2,1
636,2.418016638,0.622213943,2,2,1
637,2.116396252,0.806333014,2,2,1
638,1.451026629,0.9165632979999999,2,2,1
639,1.088082236,1.159090516,2,4,3
640,1.038425935,1.129115439,3,5,2
641,0.876878987,2.006745968,3,5,1
642,0.761302348,2.624015122,1,2,2
644,2.280151453,0.6776529170000001,3,2,1
645,3.172290442,0.46298700299999995,2,2,1
646,1.018976238,1.864878435,2,2,2
647,1.099550148,1.203556404,2,2,1
648,1.0337600040000001,1.64786156,2,2,2
649,1.720714378,1.159525103,2,2,1
650,2.3112070769999997,0.690571722,3,2,1
651,1.670869678,0.928666111,2,5,1
653,1.062849256,1.34421729,2,5,2
655,2.241455458,1.1021650729999999,3,5,1
657,2.2601518769999998,0.795631538,2,5,2
658,1.361651779,1.070892943,2,5,2
660,2.620806471,0.424944781,3,2,2
661,0.81010607,1.5047731359999998,3,2,1
662,3.274996476,0.47155094700000005,1,5,1
663,0.724432275,2.221191776,1,2,2
664,0.7598248540000001,2.549996594,3,4,3
665,1.70012493,0.88933364,3,2,1
666,1.7707731880000002,0.84583974,3,2,3
667,1.151055491,1.2779235,3,2,1
668,1.8115480069999998,0.878874687,3,2,1
671,2.029873205,0.558014518,1,2,1
672,0.660112669,1.5142506180000002,2,2,1
673,1.208534123,1.109056935,3,2,1
675,1.295732845,1.1872988759999998,2,2,2
676,3.559445238,0.687477786,1,2,1
677,0.55454336,2.367192265,2,2,1
679,1.121809651,1.590494382,1,2,2
680,1.687390274,1.1141285429999999,3,2,1
683,1.855988954,0.950111473,4,2,1
684,0.88190471,1.724349968,2,2,2
686,2.676707479,0.6981526140000001,2,2,1
687,1.618973539,0.729007562,2,2,1
689,0.9211974479999999,2.469356941,2,2,1
691,1.795639481,0.632173576,2,2,2
694,1.0102572159999998,1.897697971,2,2,1
695,1.128239196,0.925159077,2,2,2
696,1.5654718490000001,0.91317854,3,2,1
698,1.3874568859999998,1.67497386,2,2,1
699,1.6984099240000001,1.025567857,1,2,1
701,1.382666181,0.909620647,2,5,1
702,1.7174121740000001,0.656973036,2,6,1
703,0.8849472759999999,1.3666144919999998,2,5,2
704,1.008519595,1.30742326,2,2,1
705,1.038533033,1.4693941480000001,2,5,1
707,2.345520864,0.767724691,1,2,1
708,2.666204676,0.587290729,1,2,2
710,1.1747732290000001,1.540072345,1,2,2
711,1.2922386590000001,1.096007283,2,2,1
712,1.647258255,0.8655779109999999,3,2,1
713,1.5482176630000002,0.796920038,1,4,1
714,1.6851536930000002,0.949764488,2,2,1
715,2.81514785,0.51775822,2,2,2
716,2.435919815,0.653209603,3,5,1
719,1.249951574,1.590724478,4,2,2
720,2.203155048,0.5347867279999999,3,5,1
721,1.3693466319999998,0.922129084,2,2,1
723,1.364948992,0.9541832840000001,3,5,1
724,0.78073,1.635,2,2,2
726,1.7800793190000002,0.728900751,2,5,2
727,1.302182605,1.322771589,4,5,2
728,1.2187758770000001,1.019543772,1,5,2
729,1.4157454440000001,1.46560571,1,2,2
730,1.073599537,1.532192641,2,6,2
731,1.3211174890000001,1.5091240069999998,2,2,2
732,0.931864279,1.760635065,2,5,2
733,1.51201943,1.1372578279999999,2,2,1
734,2.377912454,0.67938891,2,2,1
735,1.4892889969999998,0.9672751690000001,2,2,2
736,1.8503503540000001,0.858076898,2,2,1
738,1.180227596,1.043785577,3,5,1
740,1.487664211,0.9286063040000001,2,2,2
741,2.27056163,0.588366979,3,2,2
742,0.601521096,1.795023048,3,2,1
745,0.849079703,2.45069046,2,2,1
746,0.712842095,2.0347565640000003,2,5,2
747,0.6467262970000001,2.431065605,2,5,1
750,1.00577841,1.18880555,3,2,2
751,2.537106848,0.578238575,1,2,1
752,1.163062513,1.65438018,3,2,2
753,1.704623356,0.85067403,2,2,1
754,1.925522619,0.513536611,1,5,1
755,1.6603206730000002,0.621983225,1,5,1
756,3.0593561730000003,0.32542813800000003,1,2,1
757,1.2414834590000001,1.494142324,2,2,2
758,1.014192505,2.291414964,3,2,2
759,1.6190829919999998,0.956476545,2,5,1
760,1.507053809,1.0534020259999999,3,5,7
761,1.6292532069999999,0.7938622009999999,1,2,2
763,2.5330971840000003,0.54387565,1,5,1
764,3.018245575,0.40496819700000003,1,8,3
766,1.884702708,0.8234197529999999,1,3,2
771,1.196996728,1.334907615,3,2,1
773,1.447946984,1.242259521,1,2,2
774,0.9443172879999999,1.279189299,3,5,1
777,1.7303919140000001,0.956666294,3,2,1
778,1.630538745,1.044463258,1,2,1
780,1.5047446080000002,0.7324877559999999,2,2,1
781,1.292502779,1.262159931,2,5,2
782,1.4180714140000001,0.978879225,5,5,1
783,1.690453565,0.763531918,2,2,2
784,1.18848891,1.359304658,3,3,1
786,1.145222007,1.132349319,1,2,1
787,1.5767895509999998,0.832304626,3,5,1
788,1.098524599,1.09186199,2,5,2
789,1.741522117,0.9457964759999999,2,5,1
790,1.2090542309999999,1.085389481,1,5,1
791,0.854632836,1.517725791,1,5,1
793,1.136736989,1.203747477,1,4,3
795,1.289877928,1.140544831,1,2,1
796,1.205385265,1.295171492,1,2,1
797,2.319692067,0.779681093,3,2,2
798,1.8178273880000002,1.080635382,2,2,1
799,1.045082188,1.210303478,1,2,1
800,1.2434311359999999,1.254862648,3,4,6
801,0.976950616,1.332484204,3,2,2
802,1.375705355,1.070473515,1,5,2
803,1.675462866,0.836890235,1,2,1
804,0.919242502,1.502591437,1,5,7
805,0.896721897,1.59574329,1,5,1
806,1.7333879580000002,1.071980411,3,2,1
807,2.2932082830000002,0.693592717,1,1,2
808,1.7172438030000001,0.735819465,2,2,2
809,1.365248346,1.2423637440000002,3,4,2
812,1.6857502359999998,1.236021933,3,2,2
813,1.855509036,0.654036794,1,2,2
814,1.117593652,1.514896042,1,2,1
815,1.0982750829999999,1.4664126709999998,2,5,6
816,1.421791182,0.8405227270000001,1,2,1
817,2.170532481,0.537128531,1,4,3
818,2.155244848,0.78772301,1,2,2
819,1.157251265,1.4232803719999998,1,2,1
820,1.77589111,0.614565114,2,2,2
821,1.675214475,0.813439107,1,2,2
822,0.5958231310000001,1.9072146580000002,3,2,1
823,1.070508785,1.447042741,1,5,1
824,1.753212739,0.8091556040000001,1,2,1
825,1.685869151,0.68757679,3,2,2
827,1.351498447,0.970976618,3,2,2
828,1.296463781,1.438993903,1,2,1
829,1.972614554,0.614026426,1,1,2
830,0.947726735,1.4721706959999998,1,2,1
831,1.473462709,0.813552245,1,5,2
